,Property,StreetSuffix,Mews,,StreetSuffix,Meadows,The street suffix is Mews.,Yes,Yes,
,Property,AlternateStreetSuffix,Park,,StreetSuffix,Park,The street suffix is Park,Yes,Yes,
,Property,StreetSuffix,Park,,StreetSuffix,Park,The street suffix is Park,Yes,Yes,
,Property,AlternateStreetSuffix,Pkwy,,StreetSuffix,Parkway,The street suffix is Parkway.,Yes,Yes,
,Property,StreetSuffix,Pkwy,,StreetSuffix,Parkway,The street suffix is Parkway.,Yes,Yes,
,Property,AlternateStreetSuffix,Pl,,StreetSuffix,Place,The street suffix is Place.,Yes,Yes,
,Property,StreetSuffix,Pl,,StreetSuffix,Place,The street suffix is Place.,Yes,Yes,
,Property,AlternateStreetSuffix,Plz,,StreetSuffix,Plaza,The street suffix is Plaza.,Yes,Yes,
,Property,StreetSuffix,Plz,,StreetSuffix,Plaza,The street suffix is Plaza.,Yes,Yes,
,Property,AlternateStreetSuffix,Pt,,StreetSuffix,Point,The street suffix is Point.,Yes,Yes,
,Property,StreetSuffix,Pt,,StreetSuffix,Point,The street suffix is Point.,Yes,Yes,
,Property,AlternateStreetSuffix,Rd,,StreetSuffix,Road,The street suffix is Road.,Yes,Yes,
,Property,StreetSuffix,Rd,,StreetSuffix,Road,The street suffix is Road.,Yes,Yes,
,Property,AlternateStreetSuffix,Row,,StreetSuffix,Row,The street suffix is Row.,Yes,Yes,
,Property,StreetSuffix,Row,,StreetSuffix,Row,The street suffix is Row.,Yes,Yes,
,Property,AlternateStreetSuffix,Sq,,StreetSuffix,Square,The street suffix is Square.,Yes,Yes,
,Property,StreetSuffix,Sq,,StreetSuffix,Square,The street suffix is Square.,Yes,Yes,
,Property,AlternateStreetSuffix,St,,StreetSuffix,Street,The street suffix is Street.,Yes,Yes,
,Property,StreetSuffix,St,,StreetSuffix,Street,The street suffix is Street.,Yes,Yes,
,Property,AlternateStreetSuffix,Ter,,StreetSuffix,Terrace,The street suffix is Terrace.,Yes,Yes,
,Property,StreetSuffix,Ter,,StreetSuffix,Terrace,The street suffix is Terrace.,Yes,Yes,
,Property,AlternateStreetSuffix,Tpke,,StreetSuffix,Turnpike,The street suffix is Turnpike.,Yes,Yes,
,Property,StreetSuffix,Tpke,,StreetSuffix,Turnpike,The street suffix is Turnpike.,Yes,Yes,
,Property,AlternateStreetSuffix,Walk,,StreetSuffix,Walk,The street suffix is Walk.,Yes,Yes,
,Property,StreetSuffix,Walk,,StreetSuffix,Walk,The street suffix is Walk.,Yes,Yes,
,Property,AlternateStreetSuffix,Way,,StreetSuffix,Way,The street suffix is Way.,Yes,Yes,
,Property,StreetSuffix,Way,,StreetSuffix,Way,The street suffix is Way.,Yes,Yes,
,Property,StructureType,Duplex,,StructureType,Duplex,A multifamily structure with two independent units sharing a common roof.,Yes,Yes,
,Property,StructureType,HighRise,,StructureType,HighRise,"Per NYC Buildings, high-rise is classified as a building with an occupied floor located more than 75 feet (22 860 mm) above the lowest level of fire department vehicle access.",Yes,Yes,
,Property,StructureType,HotelMotel,,StructureType,HotelMotel,A commercial structure designed to be a hotel or motel.,Yes,Yes,
,Property,StructureType,House,,StructureType,House,A single-family residence on real property either attached or detached from another structure. A house may be modular (aka prefabricated) but not a manufactured home with a serial/license number.,Yes,Yes,
,Property,StructureType,Loft,,StructureType,Loft,"Architectural characteristics that range from: wide open spaces, high ceilings, columns, exposed brick, mezzanines, large windows, and large doors.",Yes,Yes,
,Property,StructureType,ManufacturedHouse,,StructureType,ManufacturedHouse,"A factory-built house that is transported to a lot. A manufactured home will have a serial/license number, where prefabricated (modular) homes are classified with stick built as ""House"" on this list.",Yes,Yes,
,Property,StructureType,MixedUse,,StructureType,MixedUse,"The property is designed to be used in more than one way. This is typically a combination of residential and commercial space (e.g., a dwelling over a retail space).",Yes,Yes,
,Property,StructureType,MultiFamily,,StructureType,MultiFamily,A structure or complex with five or more units that are individual dwellings.,Yes,Yes,
,Property,StructureType,None,,StructureType,None,The property has no structure.,Yes,Yes,
,Property,StructureType,Quadruplex,,StructureType,Quadruplex,A multifamily structure with four independent units sharing a common roof.,Yes,Yes,
,Property,StructureType,Townhouse,,StructureType,Townhouse,"A dwelling unit, generally having two or more floors and attached to other similar units via party walls.",Yes,Yes,
,Property,StructureType,Triplex,,StructureType,Triplex,A multifamily structure with three independent units sharing a common roof.,Yes,Yes,
,Property,StructureType,WalkUp,,StructureType,WalkUp,An apartment building without an elevator.,Yes,Yes,
,Property,UnitsFurnished,AllUnits,,UnitsFurnished,AllUnits,All of the units in the listed income property are furnished.,Yes,Yes,
,Property,UnitsFurnished,None,,UnitsFurnished,None,None of the units in the listed income property are furnished.,Yes,Yes,
,Property,UnitsFurnished,VariesByUnit,,UnitsFurnished,VariesByUnit,Some of the units in the listing income property are furnished.,Yes,Yes,
,Property,View,Bay,,View,Bay,The property has a bay view.,Yes,Yes,
,Property,View,Beach,,View,Beach,The property has a beach view.,Yes,Yes,
,Property,View,Bridges,,View,Bridges,The property has a view of a bridge or bridges.,Yes,Yes,
,Property,View,Canal,,View,Canal,The property has a canal view.,Yes,Yes,
,Property,View,Canyon,,View,Canyon,The property has a canyon view.,Yes,Yes,
,Property,View,City,,View,City,The property has a city view.,Yes,Yes,
,Property,View,CityLights,,View,CityLights,The property has a view of city lights.,Yes,Yes,
,Property,View,CreekStream,,View,CreekStream,The property has a creek/stream view.,Yes,Yes,
,Property,View,Desert,,View,Desert,The property has a desert view.,Yes,Yes,
,Property,View,Downtown,,View,Downtown,The property has a downtown view.,Yes,Yes,
,Property,View,Forest,,View,Forest,The property has a forest view.,Yes,Yes,
,Property,View,Garden,,View,Garden,The property has a garden view.,Yes,Yes,
,Property,View,GolfCourse,,View,GolfCourse,The property has a view of a golf course.,Yes,Yes,
,Property,View,Hills,,View,Hills,The property has a view of hills.,Yes,Yes,
,Property,View,Lake,,View,Lake,The property has a lake view.,Yes,Yes,
,Property,View,Marina,,View,Marina,The property has a marina view.,Yes,Yes,
,Property,View,Meadow,,View,Meadow,The property has a view of a meadow.,Yes,Yes,
,Property,View,Mountains,,View,Mountains,The property has a mountain view.,Yes,Yes,
,Property,View,Neighborhood,,View,Neighborhood,The property has a view of the surrounding neighborhood.,Yes,Yes,
,Property,View,None,,View,None,The property has no view.,Yes,Yes,
,Property,View,Ocean,,View,Ocean,The property has an ocean view.,Yes,Yes,
,Property,View,Orchard,,View,Orchard,The property has a view of the orchard(s).,Yes,Yes,
,Property,View,Other,,View,Other,The property has a view other than those listed.,Yes,Yes,
,Property,View,Panoramic,,View,Panoramic,The property has a panoramic view.,Yes,Yes,
,Property,View,Park,,View,Park,The property has a park view.,Yes,Yes,
,Property,View,ParkGreenbelt,,View,ParkGreenbelt,The property has a park/greenbelt view.,Yes,Yes,
,Property,View,Pasture,,View,Pasture,The property has a view of a pasture.,Yes,Yes,
,Property,View,Pond,,View,Pond,The property has a view of a pond.,Yes,Yes,
,Property,View,Pool,,View,Pool,The property has a view of a pool.,Yes,Yes,
,Property,View,Ridge,,View,Ridge,The property has a view of a ridge.,Yes,Yes,
,Property,View,River,,View,River,The property has a river view.,Yes,Yes,
,Property,View,Rural,,View,Rural,The property has a rural view.,Yes,Yes,
,Property,View,SeeRemarks,,View,SeeRemarks,See the remarks fields for more information about the view from the property.,Yes,Yes,
,Property,View,Skyline,,View,Skyline,The property has a skyline view.,Yes,Yes,
,Property,View,Territorial,,View,Territorial,The property has a view of the surrounding area.,Yes,Yes,
,Property,View,TreesWoods,,View,TreesWoods,The property has a view of trees or woods.,Yes,Yes,
,Property,View,Valley,,View,Valley,The property has a view of a valley.,Yes,Yes,
,Property,View,Vineyard,,View,Vineyard,The property has a view of a vineyard.,Yes,Yes,
,Property,View,Water,,View,Water,The property has a water view.,Yes,Yes,
,Property,WindowFeatures,AluminumFrames,,WindowFeatures,AluminumFrames,The windows have aluminum frames.,Yes,Yes,
,Property,WindowFeatures,BayWindows,,WindowFeatures,BayWindows,The listing has one or more bay windows.,Yes,Yes,
,Property,WindowFeatures,Blinds,,WindowFeatures,Blinds,The listing has window blinds.,Yes,Yes,
,Property,WindowFeatures,DisplayWindows,,WindowFeatures,DisplayWindows,The listing has one or more windows that would normally be used to display goods or products.,Yes,Yes,
,Property,WindowFeatures,DoublePaneWindows,,WindowFeatures,DoublePaneWindows,The listing has windows with two panes of glass.,Yes,Yes,
,Property,WindowFeatures,Drapes,,WindowFeatures,Drapes,The listing has drapes.,Yes,Yes,
,Property,WindowFeatures,EnergyStarQualifiedWindows,,WindowFeatures,EnergyStarQualifiedWindows,The listing has qualified ENERGY STAR windows.,Yes,Yes,
,Property,WindowFeatures,FloorToCeilingWindows,,WindowFeatures,FloorToCeilingWindows,The listing has floor to ceiling windows.,Yes,Yes,
,Property,WindowFeatures,GardenWindows,,WindowFeatures,GardenWindows,The listing has one or more garden windows.,Yes,Yes,
,Property,WindowFeatures,InsulatedWindows,,WindowFeatures,InsulatedWindows,The listing has insulated windows.,Yes,Yes,
,Property,WindowFeatures,LowEmissivityWindows,,WindowFeatures,LowEmissivityWindows,The listing has low-emissivity windows.,Yes,Yes,
,Property,WindowFeatures,NewWindows,,WindowFeatures,NewWindows,The listing in which is currently for sale/lease has new installed windows.,Yes,Yes,
,Property,WindowFeatures,PlantationShutters,,WindowFeatures,PlantationShutters,The listing has plantation shutters.,Yes,Yes,
,Property,WindowFeatures,Screens,,WindowFeatures,Screens,The listing has screens.,Yes,Yes,
,Property,WindowFeatures,Shutters,,WindowFeatures,Shutters,The listing has shutters.,Yes,Yes,
,Property,WindowFeatures,Skylights,,WindowFeatures,Skylights,The listing has skylights.,Yes,Yes,
,Property,WindowFeatures,SolarScreens,,WindowFeatures,SolarScreens,The listing has solar screens.,Yes,Yes,
,Property,WindowFeatures,StormWindows,,WindowFeatures,StormWindows,The listing has storm windows.,Yes,Yes,
,Property,WindowFeatures,TintedWindows,,WindowFeatures,TintedWindows,The listing has tinted windows.,Yes,Yes,
,Property,WindowFeatures,TriplePaneWindows,,WindowFeatures,TriplePaneWindows,The listing has triple-pane windows.,Yes,Yes,
,Property,WindowFeatures,WindowCoverings,,WindowFeatures,WindowCoverings,The listing has window coverings.,Yes,Yes,
,Property,WindowFeatures,WindowTreatments,,WindowFeatures,WindowTreatments,The listing has window treatments.,Yes,Yes,
,Property,WindowFeatures,WoodFrames,,WindowFeatures,WoodFrames,The listing has wood-framed windows.,Yes,Yes,
,Property,LotDimensionsSource,Appraiser,,LotSizeSource,Appraiser,The lot dimensions were provided by an appraiser.,Yes,Yes,
,Property,LotDimensionsSource,Assessor,,LotSizeSource,Assessor,The lot dimensions were provided by an assessor.,Yes,Yes,
,Property,LotDimensionsSource,Builder,,LotSizeSource,Builder,The lot dimensions were provided by a builder.,Yes,Yes,
,Property,LotDimensionsSource,Estimated,,LotSizeSource,Estimated,The lot dimensions were estimated.,Yes,Yes,
,Property,LotDimensionsSource,GisCalculated,,LotSizeSource,GisCalculated,The lot dimensions were calculated by a Geographic Information System (GIS).,Yes,Yes,
,Property,LotDimensionsSource,Measured,,LotSizeSource,Measured,The lot dimensions were measured.,Yes,Yes,
,Property,LotDimensionsSource,Other,,LotSizeSource,Other,The lot dimensions were provided by a source other than those on this list.,Yes,Yes,
,Property,LotDimensionsSource,Owner,,LotSizeSource,Owner,The lot dimensions were provided by the owner.,Yes,Yes,
,Property,LotDimensionsSource,PublicRecords,,LotSizeSource,PublicRecords,The lot dimensions were taken from public records.,Yes,Yes,
,Property,LotDimensionsSource,SeeRemarks,,LotSizeSource,SeeRemarks,See the public or private remarks for details on the source of the lot dimensions.,Yes,Yes,
,Property,LotDimensionsSource,Survey,,LotSizeSource,Survey,The lot dimensions were provided by a land survey.,Yes,Yes,
,Property,TenantPays,,,TenantPays,AllUtilities,The tenant pays for all utilities.,Yes,Yes,
,Property,TenantPays,,,TenantPays,Association Fees,The tenant pays for association fees.,Yes,Yes,
,Property,TenantPays,,,TenantPays,CableTV,The tenant pays for cable TV.,Yes,Yes,
,Property,TenantPays,,,TenantPays,CommonAreaMaintenance,The tenant pays for common area maintenance.,Yes,Yes,
,Property,TenantPays,,,TenantPays,Electricity,The tenant pays for electricity.,Yes,Yes,
,Property,TenantPays,,,TenantPays,ExteriorMaintenance,The tenant pays for exterior maintenance.,Yes,Yes,
,Property,TenantPays,,,TenantPays,Gardener,The tenant pays for gardening or groundskeeping service.,Yes,Yes,
,Property,TenantPays,,,TenantPays,Gas,The tenant pays for gas.,Yes,Yes,
,Property,TenantPays,,,TenantPays,GroundsCare,The tenant pays for grounds care.,Yes,Yes,
,Property,TenantPays,,,TenantPays,HotWater,The tenant pays for hot water.,Yes,Yes,
,Property,TenantPays,,,TenantPays,HVACMaintenance,The tenant pays for HVAC maintenance.,Yes,Yes,
,Property,TenantPays,,,TenantPays,Insurance,The tenant pays for insurance.,Yes,Yes,
,Property,TenantPays,,,TenantPays,Internet,The tenant/lessee pays for internet service.,Yes,Yes,
,Property,TenantPays,,,TenantPays,JanitorialService,The tenant pays for janitorial service.,Yes,Yes,
,Property,TenantPays,,,TenantPays,Management,The tenant pays for management.,Yes,Yes,
,Property,TenantPays,,,TenantPays,None,"The tenant pays for no other utilities, services, etc.",Yes,Yes,
,Property,TenantPays,,,TenantPays,Other,The tenant pays for items other than those on this list.,Yes,Yes,
,Property,TenantPays,,,TenantPays,OtherTax,The tenant pays for other taxes.,Yes,Yes,
,Property,TenantPays,,,TenantPays,ParkingFee,The tenant pays for parking fees.,Yes,Yes,
,Property,TenantPays,,,TenantPays,PestControl,The tenant pays for pest control.,Yes,Yes,
,Property,TenantPays,,,TenantPays,PoolMaintenance,The tenant pays for pool maintenance.,Yes,Yes,
,Property,TenantPays,,,TenantPays,Repairs,The tenant pays for repairs.,Yes,Yes,
,Property,TenantPays,,,TenantPays,Roof,The tenant pays for roof maintenance.,Yes,Yes,
,Property,TenantPays,,,TenantPays,Security,The tenant pays for security.,Yes,Yes,
,Property,TenantPays,,,TenantPays,See Remarks,See listing remarks for details on what the tenant pays for.,Yes,Yes,
,Property,TenantPays,,,TenantPays,Sewer,The tenant pays for sewer.,Yes,Yes,
,Property,TenantPays,,,TenantPays,Snow Removal,The tenant pays for snow removal.,Yes,Yes,
,Property,TenantPays,,,TenantPays,Taxes,The tenant pays for taxes.,Yes,Yes,
,Property,TenantPays,,,TenantPays,Telephone,The tenant pays for telephone.,Yes,Yes,
,Property,TenantPays,,,TenantPays,Trash Collection,The tenant pays for trash collection.,Yes,Yes,
,Property,TenantPays,,,TenantPays,Water,The tenant pays for water.,Yes,Yes,
,Property,MoveInCosts,,,MoveInCosts,AdditionalApplicationFee,"A fee charged for additional application (more than 1 co-application), often covering administrative costs)",Yes,Yes,
,Property,MoveInCosts,,,MoveInCosts,AdministrationFee,An administration fee is required to be paid by the lessee.,Yes,Yes,
